ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE,OVERDUE_STATUS,APPROVED
5011055,F,N,Y,2,234300.0,Working,Secondary / secondary special,Single / not married,With parents,-11433,365243,1,1,0,0,,4,56,3,0
5011056,M,N,Y,1,173800.0,State servant,Secondary / secondary special,Married,House / apartment,-10746,-13412,1,0,1,0,Security staff,3,46,0,1
5011057,F,Y,Y,1,153100.0,Commercial associate,Lower secondary,Married,House / apartment,-13635,365243,1,0,0,1,,2,24,0,0
5011058,F,N,N,1,162600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14402,-5799,1,0,1,0,Cleaning staff,3,29,1,1
5011059,F,Y,Y,0,211100.0,Commercial associate,Secondary / secondary special,Married,With parents,-15430,-2670,1,0,0,1,Laborers,1,16,0,1
5011060,F,N,Y,1,195200.0,Working,Higher education,Civil marriage,House / apartment,-21677,-1342,1,0,1,0,Drivers,2,1,0,1
5011061,F,N,Y,0,205100.0,Working,Higher education,Separated,Office apartment,-8577,-8642,1,0,1,0,Laborers,2,54,0,1
5011062,M,Y,Y,1,194200.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-20872,-7143,1,0,0,0,Sales staff,2,16,0,0
5011063,M,N,N,0,257600.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13414,365243,1,0,1,1,,2,24,0,0
5011064,F,N,N,1,216300.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21629,-981,1,1,0,0,Accountants,2,14,0,1
5011065,F,N,N,0,201600.0,Working,Lower secondary,Married,Rented apartment,-14585,-6597,1,0,0,1,Managers,2,29,0,1
5011066,F,Y,N,1,93200.0,Pensioner,Incomplete higher,Married,House / apartment,-9615,-3863,1,0,1,0,Laborers,2,13,2,1
5011067,M,Y,Y,0,113000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-15372,-10107,1,0,1,0,Secretaries,2,11,0,1
5011068,F,Y,Y,0,378800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20271,-176,1,0,0,0,Private service staff,2,48,0,1
5011069,M,N,N,0,206200.0,Working,Higher education,Civil marriage,Municipal apartment,-15650,-12133,1,0,1,0,Waiters/barmen staff,2,51,1,0
5011070,F,N,Y,0,293800.0,Working,Higher education,Married,House / apartment,-8593,-7794,1,0,0,0,Waiters/barmen staff,1,6,1,1
5011071,F,Y,Y,0,207900.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-23120,-6069,1,0,0,1,IT staff,2,13,0,0
5011072,F,N,Y,1,424100.0,Commercial associate,Lower secondary,Civil marriage,Municipal apartment,-19660,-10932,1,0,0,1,High skill tech staff,2,46,0,1
5011073,F,Y,N,0,123300.0,Pensioner,Higher education,Single / not married,House / apartment,-21724,365243,1,0,1,0,,2,30,0,0
5011074,F,N,Y,1,322200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22433,-1693,1,0,1,1,Managers,3,38,0,1
5011075,F,N,N,2,161800.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-18657,-11444,1,0,1,1,Waiters/barmen staff,4,53,0,1
5011076,F,N,Y,0,169200.0,State servant,Secondary / secondary special,Separated,With parents,-15573,-5309,1,0,1,0,Waiters/barmen staff,2,49,0,0
5011077,F,Y,Y,0,153500.0,State servant,Higher education,Married,House / apartment,-23045,-9804,1,0,1,1,Drivers,2,43,1,0
5011078,F,Y,Y,0,149000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-7935,-11484,1,1,1,0,Low-skill Laborers,1,1,0,0
5011079,M,Y,Y,0,241800.0,Working,Higher education,Married,House / apartment,-13072,-8893,1,0,0,1,Managers,2,47,2,0
5011080,F,N,Y,0,229300.0,Commercial associate,Incomplete higher,Married,House / apartment,-13717,-2539,1,0,0,0,Accountants,2,58,0,1
5011081,M,N,N,0,232300.0,Working,Higher education,Married,House / apartment,-12597,-4515,1,0,0,0,Private service staff,2,32,0,1
5011082,F,Y,Y,1,158000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10185,-2345,1,1,0,1,IT staff,2,36,0,1
5011083,F,N,Y,0,269100.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-15053,-693,1,0,0,0,Sales staff,2,25,1,1
5011084,M,N,Y,0,137700.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-11348,-13619,1,0,1,0,Managers,2,31,0,0
5011085,M,N,Y,0,84800.0,Working,Secondary / secondary special,Married,With parents,-18587,-8655,1,1,0,1,Low-skill Laborers,2,54,0,1
5011086,M,N,N,1,106600.0,Pensioner,Higher education,Married,Office apartment,-20535,-3097,1,0,0,0,Medicine staff,3,14,0,1
5011087,F,N,Y,0,228000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19294,-11532,1,0,1,0,Waiters/barmen staff,2,20,0,1
5011088,M,Y,N,0,180800.0,Working,Secondary / secondary special,Married,House / apartment,-17575,-1311,1,0,1,0,Managers,1,54,0,1
5011089,M,Y,Y,0,336100.0,Commercial associate,Higher education,Single / not married,House / apartment,-18023,-4430,1,1,1,0,Realty agents,2,23,0,1
5011090,F,N,Y,1,321500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13433,-4532,1,0,1,0,Medicine staff,2,39,0,1
5011091,F,N,N,1,113900.0,Pensioner,Lower secondary,Married,House / apartment,-10658,-9871,1,1,1,0,Sales staff,3,40,0,0
5011092,M,N,Y,0,425600.0,Commercial associate,Higher education,Widow,House / apartment,-12483,-10385,1,0,0,0,IT staff,2,31,0,1
5011093,M,Y,N,0,201900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11079,-2085,1,0,0,0,Core staff,2,16,0,1
5011094,F,Y,Y,0,163100.0,Working,Incomplete higher,Widow,House / apartment,-16678,-2764,1,0,0,0,Medicine staff,2,19,0,1
5011095,F,N,Y,0,142100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12662,-10737,1,0,0,0,Cleaning staff,1,34,1,1
5011096,F,N,N,0,81800.0,Working,Secondary / secondary special,Separated,House / apartment,-15588,-12873,1,0,0,0,Private service staff,1,51,0,1
5011097,M,Y,Y,0,93900.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-14719,-12434,1,0,1,0,Low-skill Laborers,2,36,0,1
5011098,M,Y,N,1,311600.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-18160,-7417,1,0,1,1,HR staff,2,26,0,1
5011099,M,N,N,1,151100.0,Pensioner,Higher education,Single / not married,House / apartment,-13678,-5502,1,0,0,1,Secretaries,2,31,0,1
5011100,F,N,Y,0,82900.0,Pensioner,Lower secondary,Separated,With parents,-18021,-6178,1,1,0,0,Sales staff,1,35,0,1
5011101,M,N,Y,0,186300.0,Working,Higher education,Married,House / apartment,-18596,-1832,1,0,1,1,Sales staff,1,35,0,1
5011102,M,N,N,1,230800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16058,-9226,1,0,1,0,Waiters/barmen staff,2,53,0,1
5011103,F,N,Y,1,51900.0,Working,Secondary / secondary special,Married,House / apartment,-18594,-7120,1,1,1,0,Low-skill Laborers,3,46,0,1
5011104,F,Y,N,0,291600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11875,-2321,1,0,0,0,Medicine staff,2,29,2,1
5011105,F,N,Y,2,246300.0,Working,Secondary / secondary special,Married,Municipal apartment,-12940,-8682,1,1,1,0,Cleaning staff,4,31,0,1
5011106,F,N,Y,1,154000.0,Pensioner,Incomplete higher,Civil marriage,House / apartment,-18651,-11545,1,0,0,0,IT staff,3,6,0,1
5011107,F,N,Y,0,326800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19673,-1732,1,0,0,0,Drivers,1,28,0,1
5011108,M,N,N,1,65700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15796,-5784,1,1,1,0,Realty agents,3,44,1,1
5011109,M,N,N,0,166200.0,Working,Higher education,Widow,House / apartment,-13645,-2650,1,0,0,0,Drivers,2,56,0,0
5011110,F,N,N,2,259300.0,Working,Higher education,Separated,House / apartment,-8521,-12750,1,0,1,0,Cooking staff,4,53,0,1
5011111,M,Y,Y,0,179600.0,Working,Lower secondary,Separated,House / apartment,-8205,-978,1,0,0,0,IT staff,2,15,2,1
5011112,F,N,Y,0,226800.0,Working,Academic degree,Married,House / apartment,-19845,-1153,1,1,0,0,Drivers,2,27,0,1
5011113,F,Y,Y,0,241100.0,State servant,Secondary / secondary special,Separated,House / apartment,-17962,-12392,1,0,1,0,Waiters/barmen staff,2,5,3,1
5011114,F,Y,Y,1,286600.0,Commercial associate,Incomplete higher,Married,House / apartment,-14360,365243,1,0,1,0,,3,59,0,0
5011115,M,N,Y,0,163800.0,Working,Lower secondary,Separated,With parents,-20165,-5767,1,0,0,0,Drivers,1,13,0,1
5011116,M,N,N,1,276300.0,Commercial associate,Incomplete higher,Married,House / apartment,-16701,-10769,1,1,0,0,Managers,2,32,0,0
5011117,M,N,Y,0,95500.0,Commercial associate,Lower secondary,Single / not married,House / apartment,-18503,-8184,1,0,1,0,Sales staff,2,52,1,1
5011118,M,N,Y,1,210900.0,Working,Higher education,Married,With parents,-14600,-10403,1,0,0,0,Sales staff,3,24,0,1
5011119,M,N,N,0,227200.0,Working,Secondary / secondary special,Married,House / apartment,-10869,-10120,1,0,1,1,Secretaries,2,16,0,1
5011120,M,Y,Y,0,189500.0,Working,Incomplete higher,Single / not married,House / apartment,-19938,-3363,1,0,1,0,Low-skill Laborers,1,19,0,1
5011121,F,N,N,0,168800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14443,-3709,1,0,0,1,High skill tech staff,2,16,0,0
5011122,F,N,Y,2,131700.0,Pensioner,Incomplete higher,Single / not married,House / apartment,-19888,-11861,1,1,0,1,Secretaries,3,47,0,0
5011123,F,N,Y,0,241800.0,Commercial associate,Secondary / secondary special,Married,With parents,-20673,-11234,1,0,1,0,Laborers,2,21,1,0
5011124,M,N,N,0,295400.0,Working,Secondary / secondary special,Married,Rented apartment,-14256,-11628,1,0,0,0,Drivers,1,40,0,1
5011125,M,N,N,2,119700.0,Working,Higher education,Married,House / apartment,-8873,-2267,1,0,1,0,Private service staff,4,44,0,1
5011126,M,Y,N,0,267700.0,Working,Secondary / secondary special,Married,House / apartment,-23574,-4876,1,0,0,0,Waiters/barmen staff,1,46,2,1
5011127,M,N,Y,2,262700.0,Working,Secondary / secondary special,Married,House / apartment,-22958,-14373,1,0,0,0,Security staff,3,8,0,1
5011128,M,Y,Y,0,298000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-21983,-5371,1,0,0,0,Accountants,2,28,2,1
5011129,F,Y,N,0,154500.0,Working,Secondary / secondary special,Married,House / apartment,-8282,-6788,1,0,0,1,Managers,1,41,0,1
5011130,M,Y,Y,0,201600.0,Working,Higher education,Married,Municipal apartment,-14209,-13258,1,0,0,1,Security staff,2,59,0,1
5011131,M,Y,N,0,165300.0,Commercial associate,Incomplete higher,Married,House / apartment,-10902,-7139,1,0,0,1,HR staff,1,8,0,1
5011132,F,Y,Y,0,144600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18522,-12865,1,0,1,0,IT staff,2,57,0,1
5011133,F,N,Y,1,240600.0,Commercial associate,Higher education,Married,House / apartment,-17436,-8235,1,0,1,0,Secretaries,3,6,0,1
5011134,F,Y,Y,0,82900.0,Pensioner,Secondary / secondary special,Civil marriage,With parents,-20672,-13855,1,1,1,1,Laborers,1,56,0,0
5011135,M,N,N,0,211200.0,Commercial associate,Higher education,Single / not married,House / apartment,-15136,-4300,1,1,0,0,Managers,2,24,0,1
5011136,F,N,Y,0,36900.0,Student,Secondary / secondary special,Married,House / apartment,-17843,-14093,1,0,1,0,Medicine staff,2,26,0,0
5011137,M,Y,N,0,282600.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17400,-6652,1,0,1,0,IT staff,1,59,2,0
5011138,M,Y,Y,1,188700.0,Pensioner,Incomplete higher,Single / not married,House / apartment,-21503,-3697,1,0,0,1,Secretaries,2,39,0,1
5011139,F,N,Y,2,406900.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14650,-681,1,0,0,1,Accountants,4,8,0,1
5011140,F,N,Y,0,76600.0,Pensioner,Higher education,Married,House / apartment,-8428,-12604,1,0,1,0,Security staff,2,37,1,1
5011141,M,N,N,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20938,-12057,1,0,0,0,Drivers,2,11,1,0
5011142,F,Y,N,1,176900.0,Working,Lower secondary,Single / not married,House / apartment,-11365,-4911,1,1,0,0,Low-skill Laborers,3,36,0,0
5011143,M,N,Y,1,231800.0,Working,Higher education,Married,House / apartment,-23213,-13560,1,0,0,1,Core staff,3,31,0,0
5011144,M,N,Y,0,222600.0,Commercial associate,Higher education,Separated,House / apartment,-23314,-1654,1,1,1,0,Laborers,2,36,0,1
5011145,M,N,N,0,247900.0,Working,Secondary / secondary special,Civil marriage,With parents,-19773,-5464,1,0,0,1,Private service staff,1,43,0,0
5011146,F,Y,Y,0,73600.0,Student,Higher education,Single / not married,House / apartment,-13089,-13571,1,0,0,1,Security staff,1,50,0,1
5011147,M,N,N,0,96900.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17454,-12321,1,0,0,1,Cleaning staff,2,4,0,1
5011148,F,Y,N,2,190700.0,Working,Higher education,Married,House / apartment,-22652,-9708,1,0,1,0,High skill tech staff,4,19,1,1
5011149,M,N,Y,0,139400.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-13642,-9179,1,0,1,1,Medicine staff,2,14,0,1
5011150,F,N,N,0,101000.0,Pensioner,Higher education,Married,House / apartment,-11496,-4489,1,0,0,0,Private service staff,2,12,0,0
5011151,F,N,N,0,107500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-17854,-4543,1,0,1,1,Medicine staff,2,51,0,0
5011152,M,Y,Y,2,298800.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-22451,-13807,1,1,1,0,Waiters/barmen staff,3,8,0,1
5011153,M,N,Y,1,185300.0,Working,Higher education,Civil marriage,House / apartment,-20376,-2922,1,0,1,0,Security staff,3,35,0,1
5011154,M,Y,Y,2,105200.0,Pensioner,Higher education,Married,House / apartment,-13661,-4210,1,1,1,1,Managers,3,46,0,0
5011155,F,N,N,1,283700.0,State servant,Incomplete higher,Married,Municipal apartment,-20173,-8220,1,0,0,0,Core staff,3,1,0,1
5011156,M,N,N,1,87200.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21815,-10781,1,1,0,1,Laborers,2,14,0,1
5011157,F,N,Y,0,262200.0,Commercial associate,Secondary / secondary special,Married,With parents,-7668,-4008,1,0,1,0,Cooking staff,2,48,0,1
5011158,M,N,Y,1,229100.0,Working,Secondary / secondary special,Married,House / apartment,-19160,-3535,1,0,0,0,Realty agents,3,27,0,1
5011159,F,N,Y,0,175700.0,State servant,Higher education,Single / not married,House / apartment,-18639,-10091,1,0,1,0,HR staff,1,6,0,1
5011160,F,N,Y,1,130400.0,Working,Secondary / secondary special,Married,House / apartment,-16074,-1578,1,1,0,0,Waiters/barmen staff,2,15,0,1
5011161,F,N,Y,1,127200.0,Working,Higher education,Single / not married,House / apartment,-10614,365243,1,0,0,0,,3,39,0,1
5011162,F,N,Y,0,288900.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-20854,-8358,1,0,0,0,High skill tech staff,2,39,0,1
5011163,M,N,Y,1,252900.0,Working,Higher education,Single / not married,House / apartment,-16166,-12712,1,1,0,1,Private service staff,3,32,0,1
5011164,F,N,N,0,122500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22248,-7759,1,0,0,0,Security staff,1,60,0,1
5011165,M,N,N,0,132900.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-19352,-12620,1,0,0,1,HR staff,2,39,1,1
5011166,F,Y,Y,0,187600.0,Working,Secondary / secondary special,Married,House / apartment,-12379,365243,1,0,0,0,,2,60,0,1
5011167,F,N,N,0,360900.0,Commercial associate,Higher education,Married,With parents,-23165,-7169,1,0,1,0,IT staff,2,38,0,1
5011168,F,Y,Y,0,82400.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-13808,365243,1,0,0,1,,1,54,0,0
5011169,F,Y,Y,0,111300.0,Pensioner,Higher education,Married,Co-op apartment,-8242,-8503,1,0,1,1,Low-skill Laborers,1,28,0,0
5011170,M,N,N,1,190600.0,Working,Secondary / secondary special,Separated,House / apartment,-8660,-5799,1,0,1,0,Medicine staff,2,43,0,1
5011171,M,N,Y,0,255500.0,Working,Higher education,Married,House / apartment,-13060,-5315,1,0,1,0,Sales staff,1,40,0,1
5011172,M,N,Y,0,153600.0,Working,Secondary / secondary special,Separated,Rented apartment,-11562,-9101,1,0,0,0,Realty agents,1,57,0,1
5011173,F,N,Y,0,145000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8720,-13043,1,0,0,1,Laborers,2,48,0,1
5011174,F,Y,N,1,350900.0,Commercial associate,Incomplete higher,Civil marriage,With parents,-21522,365243,1,0,1,0,,2,38,0,1
5011175,M,Y,Y,0,93600.0,Working,Lower secondary,Separated,House / apartment,-19719,-12963,1,1,1,0,Waiters/barmen staff,2,42,0,1
5011176,M,Y,N,0,104400.0,Working,Secondary / secondary special,Married,House / apartment,-8110,-12806,1,0,1,0,Realty agents,2,26,0,1
5011177,M,Y,Y,1,120700.0,Pensioner,Secondary / secondary special,Widow,Co-op apartment,-10579,-8908,1,0,0,0,Cleaning staff,3,12,0,1
5011178,M,N,Y,0,165800.0,Pensioner,Higher education,Married,House / apartment,-21453,-951,1,0,0,0,Managers,2,2,0,1
5011179,M,N,Y,1,207900.0,Working,Academic degree,Married,With parents,-9698,-1536,1,0,0,0,Cleaning staff,3,54,0,1
5011180,F,N,N,0,254400.0,Working,Secondary / secondary special,Widow,Office apartment,-8939,-10828,1,0,0,0,Security staff,2,6,0,0
5011181,F,Y,Y,0,79700.0,Working,Higher education,Married,With parents,-9362,-7389,1,1,1,0,Security staff,1,47,0,1
5011182,M,N,N,0,185600.0,State servant,Secondary / secondary special,Married,With parents,-20707,-2429,1,1,0,0,Sales staff,2,58,0,0
5011183,F,Y,N,1,9700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19062,-10190,1,1,0,1,Laborers,2,10,0,1
5011184,F,N,Y,0,180400.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-16371,-76,1,0,1,0,Security staff,2,30,0,1
5011185,M,N,Y,0,261900.0,Working,Higher education,Civil marriage,With parents,-8933,-13552,1,0,1,1,Core staff,2,2,0,1
5011186,M,Y,Y,0,166300.0,Working,Higher education,Married,Co-op apartment,-17067,-13493,1,0,0,0,IT staff,2,56,0,1
5011187,M,N,N,1,41500.0,Working,Higher education,Married,House / apartment,-14725,-13734,1,0,0,0,Drivers,3,2,0,0
5011188,M,N,N,0,173800.0,Working,Secondary / secondary special,Married,With parents,-11985,-4719,1,0,0,0,Realty agents,2,26,0,1
5011189,F,Y,Y,1,257300.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10367,-11583,1,0,0,0,Cleaning staff,3,12,0,1
5011190,F,N,N,2,272200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8199,-4427,1,1,0,0,Cooking staff,4,22,0,1
5011191,M,N,Y,0,303400.0,Working,Secondary / secondary special,Married,House / apartment,-17653,-72,1,0,0,0,Cleaning staff,2,38,1,0
5011192,F,Y,N,2,112200.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-18441,365243,1,0,0,1,,4,56,0,0
5011193,M,Y,N,0,314900.0,Working,Higher education,Married,House / apartment,-9914,-5902,1,0,0,0,Laborers,2,5,0,1
5011194,F,N,Y,0,59500.0,Working,Secondary / secondary special,Married,House / apartment,-12114,-4353,1,0,1,0,Accountants,2,16,1,0
5011195,F,N,Y,0,139100.0,Working,Incomplete higher,Single / not married,House / apartment,-11435,-13581,1,0,0,1,Medicine staff,2,37,0,1
5011196,M,N,Y,1,105300.0,Working,Higher education,Single / not married,House / apartment,-23247,-5185,1,0,1,0,Accountants,2,32,0,1
5011197,M,N,N,0,298100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21439,-5674,1,0,1,0,Sales staff,2,38,0,1
5011198,F,N,Y,2,141300.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-9359,-13306,1,0,0,1,Managers,4,16,1,1
5011199,F,N,N,0,319900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-7764,-8829,1,0,0,1,Accountants,1,6,0,0
